32 	 7.320763826370239 
34 	 9.779667615890503 
36 	 13.88915205001831 
38 	 16.88954496383667 
32 	 7.3026933670043945 
34 	 10.285964012145996 
36 	 12.274146318435669 
38 	 17.15319514274597 
40 	 22.7544162273407 
42 	 29.27663540840149 
44 	 36.31928730010986 
46 	 46.66752791404724 
48 	 57.61080861091614 
50 	 67.81436324119568 
52 	 79.85302305221558 
54 	 107.95900702476501 
56 	 129.35755038261414 
58 	 148.06647968292236 
60 	 172.10620832443237 
62 	 200.56726050376892 
64 	 236.10302686691284 
66 	 285.1410756111145 
68 	 297.60445857048035 
70 	 394.7452895641327 
72 	 460.8717782497406 
74 	 519.0493407249451 
76 	 903.3348255157471 
