10 	 0.03125190734863281 	 0.7294645309448242 
12 	 0.06250977516174316 	 1.801548719406128 
14 	 0.15627312660217285 	 1.406459093093872 
16 	 0.25003790855407715 	 1.72041916847229 
18 	 0.46881556510925293 	 2.8441734313964844 
20 	 0.7501111030578613 	 3.4223883152008057 
22 	 1.2105588912963867 	 4.313143014907837 
24 	 1.9221584796905518 	 4.344398021697998 
26 	 2.641017198562622 	 6.298177003860474 
28 	 3.8808796405792236 	 7.100021839141846 
30 	 5.59458327293396 	 12.441956281661987 
32 	 6.697563409805298 	 8.751300811767578 
34 	 9.579548835754395 	 13.834597826004028 
36 	 12.6816725730896 	 14.304427146911621 
38 	 17.72487211227417 	 16.342925786972046 
40 	 23.12648892402649 	 16.453202724456787 
42 	 28.222513675689697 	 23.41615891456604 
44 	 34.39081645011902 	 23.097039937973022 
46 	 45.16977906227112 	 25.57822608947754 
48 	 52.48699235916138 	 30.04264760017395 
50 	 68.02449345588684 	 27.2571222782135 
52 	 81.75623273849487 	 32.88546895980835 
54 	 94.95188474655151 	 49.353277921676636 
56 	 117.71799874305725 	 38.226428747177124 
58 	 129.62443161010742 	 39.76131844520569 
60 	 176.7322540283203 	 55.46574568748474 
62 	 208.06833338737488 	 60.28429055213928 
64 	 243.72868490219116 	 57.74798583984375 
66 	 256.8748309612274 	 57.14206862449646 
68 	 2683.597227573395 	 91.74658823013306 
70 	 388.8348653316498 	 70.38622808456421 
72 	 419.7471594810486 	 79.50271368026733 
74 	 492.76819014549255 	 94.45288443565369 
76 	 583.026709318161 	 113.70986223220825 
78 	 669.7425372600555 	 121.52490973472595 
